,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
AP5Z1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RADIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WIPI2,77,204,61,171,88,87,53,68,35,64,83,31,85,72,38
SLC29A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC18,3,1,0,8,3,3,13,6,2,5,5,3,3,0,9
LOC114584305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL18,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ACTB,352,70,88,294,22,72,156,34,41,244,29,48,312,28,66
FSCN1,3,0,0,3,0,1,0,0,4,1,0,2,2,0,5
RNF216,0,12,9,13,3,5,1,4,6,4,5,1,3,3,3
LOC114584505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMURF1,24,44,22,73,25,16,36,19,25,26,16,9,34,25,22
DNASE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14H7orf26,0,0,1,1,0,1,0,2,0,0,0,0,0,2,0
NAA60,26,31,55,86,11,50,28,8,32,51,7,31,51,10,31
NUDT16L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGRN1,4,10,1,10,5,3,9,7,5,6,1,2,9,1,3
UBALD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14H16orf96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CDIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMOX2,4,4,0,1,4,1,4,1,0,2,1,1,5,0,2
NMRAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584770,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
LOC114584568,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
LOC114584567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLIS2,34,19,24,68,13,15,22,17,16,30,5,13,60,8,29
TFAP4,3,7,5,0,2,7,1,4,4,0,4,1,2,3,0
SRL,32,0,160,107,0,64,49,0,30,61,0,72,45,0,87
ADCY9,3,11,10,10,0,5,0,2,6,1,8,1,5,0,7
LOC114584330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584329,11,1,1,1,2,1,1,2,0,4,0,0,4,3,0
LOC114584038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GTF3C1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0
LOC114584039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583931,405,50,45,130,96,83,202,101,125,154,98,75,139,70,77
LOC114583930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583927,8,1,2,2,0,0,5,0,1,2,0,2,7,1,2
LOC114584722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPRL3,8,7,0,18,8,5,2,4,3,2,9,7,5,9,5
LOC114584750,3,0,0,0,1,0,0,1,0,0,1,0,3,0,0
LOC114584593,6,0,0,4,0,0,0,5,1,2,0,0,0,0,1
LOC114584272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
AXIN1,0,3,4,0,1,3,0,1,3,1,1,0,4,0,0
PDIA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM234A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAP1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREBBP,26,137,180,92,39,89,40,37,84,36,37,49,55,23,63
LOC114584723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114583975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114584117,29,203,808,84,30,141,51,16,37,25,35,104,30,28,59
RAB34,2,0,4,3,0,0,1,0,0,1,0,0,0,0,0
LOC114585543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPT6H,56,323,195,31,7,31,15,10,36,14,14,18,16,9,19
SDF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KIAA0100,9,8,3,23,17,7,9,17,4,7,25,4,13,12,3
RSKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PIGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC119,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
FOXN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC13A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC46A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,0,6,0,0,20,0,0,32,0,0,37,0,0,25,0
SEBOX,0,1,0,0,6,0,0,7,0,0,11,0,0,3,0
TMEM199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POLDIP2,11,10,10,25,18,21,27,23,30,20,8,16,26,17,23
SMG6,46,43,24,43,27,26,31,25,16,21,17,6,23,14,11
HIC1,56,13,56,95,4,30,59,5,12,50,3,28,200,11,37
LOC114585824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVCA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPH1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RTN4RL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPA1,90,37,32,49,61,13,38,55,21,37,135,16,45,57,16
SMYD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SERPINF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR81,4,2,0,1,2,1,0,1,0,2,1,0,1,1,0
LOC114585564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLCD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPF8,367,1040,394,255,173,144,130,188,131,131,195,73,232,189,90
LOC114585817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC43A2,8,11,231,4,4,201,4,4,318,0,5,93,2,2,36
PITPNA,53,26,64,156,23,183,89,19,246,113,50,122,159,17,145
INPP5K,0,2,1,0,1,0,0,1,0,3,1,1,1,0,0
LOC114585336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1C,5,9,1,13,3,1,7,4,3,6,3,2,8,3,2
YWHAE,2348,1606,2187,2320,1156,1783,1702,1026,1437,1658,1709,1350,1565,1030,1507
CRK,1,2,2,0,0,2,0,0,1,1,2,1,1,1,2
LOC114585134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23A,23,10,2,16,15,16,24,24,14,28,25,13,27,5,16
LOC114586021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114586020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEK8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TRAF4,1,12,0,0,31,0,1,18,0,0,12,0,0,18,0
FAM222B,9,171,66,25,50,49,9,34,26,16,16,23,20,22,28
ERAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOT2,51,120,62,123,45,32,35,53,29,59,36,23,52,17,43
DHRS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHF12,11,55,4,30,12,16,5,7,9,13,7,7,20,3,6
SEZ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIPOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585609,2,0,5,0,0,0,0,1,2,1,0,0,1,0,3
LOC114585607,5,36,4,9,6,6,2,2,3,1,0,5,3,6,2
CRYBA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUFIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAOK1,19,53,28,90,15,40,35,12,26,54,22,20,70,14,24
ABHD15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53I13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIT1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ANKRD13B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO6,14,0,21,11,0,9,6,0,13,6,0,5,8,0,10
SSH2,4,1,14,22,3,77,10,0,56,14,0,27,27,4,60
EFCAB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSRP1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0
SLC6A4,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0
BLMH,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0
LOC114585588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMIGD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPD,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0
GOSR1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
TRARG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABR,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TIMM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPECC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSWIM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADORA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCOR1,0,14,2,1,5,2,0,4,2,1,1,4,0,0,0
PIGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585290,2573,1574,3175,876,627,1645,756,632,1404,758,532,971,925,751,844
LOC114585819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOC114585507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASPIN,0,2,6,0,0,0,1,0,2,0,0,2,0,0,0
P2RX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC6,1,0,0,1,0,1,2,0,3,0,0,0,2,0,1
TAX1BP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHPK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585062,0,0,38,0,0,14,0,0,17,0,0,8,0,0,6
AKAP10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
NLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK2,2,15,1,1,9,1,0,1,6,1,5,1,4,6,1
ALDH3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOD4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GEMIN4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FAM57A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS53,1,2,0,0,0,1,0,0,0,0,1,2,0,1,0
RFLNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15H17orf97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPH3AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114586006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114586007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114586005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1E,0,0,0,3,0,0,0,0,0,3,1,0,5,0,0
TRIM37,3,5,18,18,2,1,3,5,7,7,0,8,3,3,1
SKA2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMG8,0,10,3,6,3,4,1,4,5,3,5,4,0,0,0
LOC114585572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPEL2,0,5,0,0,1,2,0,0,1,0,0,2,0,0,3
DHX40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLTC,3,41,2,15,7,2,6,1,0,5,17,0,14,5,2
PTRH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMP1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0
LOC114585816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KB1,4,84,8,8,13,13,6,8,8,1,10,3,3,4,13
RNFT1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOC114585224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED13,32,137,52,72,48,38,38,33,32,17,33,19,21,39,22
INTS2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BRIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX2,0,6,0,1,3,0,0,4,0,0,4,0,0,0,0
LOC114585151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAS3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LOC114585310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1D,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
APPBP2,0,46,2,9,7,12,7,10,10,4,1,2,11,8,6
C15H17orf64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP32,5,30,15,14,12,31,9,8,5,2,7,5,9,6,9
LOC114585996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNHIT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGNBP2,1,14,7,3,3,6,2,3,5,2,2,3,3,5,3
DHRS11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585826,8,1,3,3,4,3,5,1,2,4,5,1,5,0,2
LOC114585786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585090,1,3,0,0,6,0,0,4,0,0,6,0,1,4,0
LOC114585087,0,2,0,0,4,0,0,2,0,0,1,0,0,1,0
LOC114585214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TADA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DUSP14,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
SYNRG,1,3,2,9,3,3,1,5,1,5,0,3,5,1,4
DDX52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNF1B,0,18,0,0,4,0,0,7,0,0,8,0,0,4,0
HEATR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLL2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0
SRSF1,537,684,339,991,633,341,720,591,234,717,757,234,657,415,214
VEZF1,111,241,151,158,142,115,126,144,83,121,172,49,107,89,52
LOC114585115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUEDC1,17,41,44,18,19,38,30,8,14,10,13,20,11,29,13
MRPS23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585902,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
MSI2,114,193,147,213,71,101,135,59,76,136,122,82,142,83,115
LOC114585400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP1,0,1,1,4,1,0,1,0,1,0,0,2,3,0,2
NF1,1,7,1,6,2,1,1,1,4,3,0,2,2,2,0
EVI2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVI2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSB1,35,92,26,89,62,31,70,41,20,70,48,13,60,36,15
KSR1,0,11,2,16,5,7,7,4,8,7,0,1,3,3,1
NOS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYRM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLK,159,428,67,301,280,48,137,234,32,192,265,28,185,285,68
LOC114586017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
SGSM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNT,2,5,2,3,4,1,1,0,3,0,1,4,1,1,3
PAFAH1B1,332,516,935,1111,233,795,591,241,782,624,355,380,516,196,411
CLUH,4,7,13,43,12,21,14,12,16,26,11,11,11,11,12
LOC114585166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC92B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXO5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALNT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUTS2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LOC114585763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTOR2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RCC1L,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2I,1,16,2,15,10,7,6,3,7,9,9,0,5,1,4
GTF2IRD1,1,8,2,5,6,3,2,1,0,0,2,1,2,0,0
CLIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4H,4,23,19,18,5,20,6,6,17,10,9,8,7,7,5
MYBBP1A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SPNS2,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0
SPNS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2G1,191,126,887,243,53,513,216,71,426,156,72,276,165,65,358
LOC114585992,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ANKFY1,2,20,2,12,2,3,1,7,3,4,3,3,3,1,2
LOC114585760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASA4B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
POLR2J,3,0,4,2,3,4,1,0,1,2,3,0,1,1,3
LRWD1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
ALKBH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC114585316,1,3,2,6,2,2,2,4,2,4,1,2,2,4,2
LOC114585315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH2B2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CUX1,81,119,123,218,34,107,121,42,74,109,26,66,93,39,77
LOC114585723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COL26A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RABEP1,1,5,0,0,1,2,2,3,2,3,1,0,2,0,3
NUP88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DERL2,28,63,38,37,28,42,44,40,36,39,54,14,15,42,22
DHX33,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
C1QBP,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CAMKK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585203,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ZZEF1,1,11,2,1,5,6,1,0,3,0,0,4,0,1,0
LOC114585660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAG,227,238,2018,507,82,1744,208,87,1124,210,104,992,299,93,1220
HSPB1,7,0,8,0,0,5,3,0,2,0,0,4,1,0,0
SRRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDH2,7,1,2,11,1,3,3,0,4,4,2,1,2,2,4
STYXL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM120A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585963,2,29,3,4,4,4,2,3,1,1,3,0,0,3,4
LOC114585775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBDD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF15,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
LOC114585707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114586024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2B1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
RASL10B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GAS2L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15H17orf50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC45B,1,0,2,6,0,3,0,0,1,3,0,1,0,0,2
LOC114586019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM132E,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RABGEF1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
KCTD7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TPST1,0,5,0,0,3,0,1,0,0,0,1,0,0,0,0
CRCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VKORC1L1,6,97,6,43,16,5,6,15,6,16,11,0,14,11,6
LOC114585838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114585595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
